1.500000000000000000e+00,-1.500000000000000000e+00,5.996250152587890625e+00
1.497000000000000108e+00,-1.500599999999999934e+00,5.988076210021972656e+00
1.462521000000000182e+00,-1.448881499999999933e+00,5.601119995117187500e+00
1.459793553000000133e+00,-1.449426989400000032e+00,5.593983173370361328e+00
1.426454212629000073e+00,-1.399417978843499943e+00,5.232585430145263672e+00
1.423988506460396986e+00,-1.399911120077220517e+00,5.226390838623046875e+00
1.391749954594634797e+00,-1.351553292278577123e+00,4.888847351074218750e+00
1.389535561633245653e+00,-1.351996170870854996e+00,4.883506298065185547e+00
1.358360263453850303e+00,-1.305233223601762083e+00,4.568228244781494141e+00
1.356387127266515336e+00,-1.305627850839229165e+00,4.563660144805908203e+00
1.326238838231261763e+00,-1.260405417286348806e+00,4.269163608551025391e+00
1.324497260683521915e+00,-1.260753732795896864e+00,4.265294551849365234e+00
1.295340982084748349e+00,-1.217019314897736404e+00,3.990195989608764648e+00
1.293821610893696405e+00,-1.217323189135946837e+00,3.986957550048828125e+00
1.265623546947720168e+00,-1.175026093216982481e+00,3.729966402053833008e+00
1.264317363664676952e+00,-1.175287329873591080e+00,3.727295875549316406e+00
1.237044880079926301e+00,-1.134378604496465215e+00,3.487207412719726562e+00
1.235943188488120015e+00,-1.134598942814826428e+00,3.485047101974487305e+00
1.209564772461016346e+00,-1.095031318774170925e+00,3.260737657546997070e+00
1.208659187373954502e+00,-1.095212435791583339e+00,3.259035110473632812e+00
1.183144408963341165e+00,-1.056940268175663444e+00,3.049455881118774414e+00
1.182426845410059046e+00,-1.057083780886319824e+00,3.048162937164306641e+00
1.157746320242663662e+00,-1.020062993135226748e+00,2.852335453033447266e+00
1.157208983026507543e+00,-1.020170460578458060e+00,2.851407527923583984e+00
1.133334336287565636e+00,-9.843584904700450888e-01,2.668419361114501953e+00
1.132969709905630173e+00,-9.844314157464322257e-01,2.667815923690795898e+00
1.109873541570377320e+00,-9.497871632435530564e-01,2.496814727783203125e+00
1.109674380481160627e+00,-9.498269954613963728e-01,2.496499061584472656e+00
1.087330231744428000e+00,-9.163107723562975426e-01,2.336690187454223633e+00
1.087289550971696217e+00,-9.163189085108438547e-01,2.336628437042236328e+00
1.065671871834316553e+00,-8.838923898047744698e-01,2.187269687652587891e+00
1.065782937895582982e+00,-8.838701765925212062e-01,2.187431097030639648e+00
1.044867055867739314e+00,-8.524963535507557033e-01,2.047830343246459961e+00
1.045123378016163507e+00,-8.524450891210708647e-01,2.048186779022216797e+00
1.024885467899185887e+00,-8.220882239456043239e-01,1.917698264122009277e+00
1.025280789668085335e+00,-8.220091595918244121e-01,1.918223977088928223e+00
1.005697844377527073e+00,-7.926347416559871295e-01,1.796244740486145020e+00
1.006226135417063849e+00,-7.925290834480798186e-01,1.796916484832763672e+00
9.872759378111719553e-01,-7.641037870392420883e-01,1.682883858680725098e+00
9.879313860071387010e-01,-7.639726974000486948e-01,1.683680653572082520e+00
9.695924816860665985e-01,-7.364643409184404854e-01,1.577069401741027832e+00
9.703694855510428541e-01,-7.363089401454452343e-01,1.577972173690795898e+00
